block_id	chrom	core_start0	core_end0	core_start1	core_end1	guard_start0	guard_end0	guard_start1	guard_end1	split	coordinate_contract	block_source
DEV_CM_22_0029	22	21331555	21456517	21331556	21456517	20952107	22355832	20952108	22355832	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0030	22	21456517	21797811	21456518	21797811	21000038	22482232	21000039	22482232	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0031	22	21797811	22355367	21797812	22355367	21341864	22599672	21341865	22599672	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0032	22	22355367	22436272	22355368	22436272	21455975	22788783	21455976	22788783	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0033	22	22436272	22599536	22436273	22599536	21771028	22957876	21771029	22957876	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0034	22	22599536	22790821	22599537	22790821	22355016	23081995	22355017	23081995	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0035	22	22790821	22952473	22790822	22952473	22436410	23219656	22436411	23219656	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0036	22	22952473	23080036	22952474	23080036	22599370	23299941	22599371	23299941	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0037	22	23080036	23221406	23080037	23221406	22788631	23715809	22788632	23715809	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0038	22	23221406	23299621	23221407	23299621	22974467	23851967	22974468	23851967	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0039	22	23299621	23715479	23299622	23715479	23079804	23936368	23079805	23936368	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0040	22	23715479	23852071	23715480	23852071	23220807	24194783	23220808	24194783	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0041	22	23852071	23934736	23852072	23934736	23322715	24984036	23322716	24984036	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0042	22	23934736	24194940	23934737	24194940	23714919	25238176	23714920	25238176	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0043	22	24194940	24984185	24194941	24984185	23852149	25417384	23852150	25417384	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0044	22	24984185	25238291	24984186	25238291	23934907	25642263	23934908	25642263	validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0045	22	25238291	25419523	25238292	25419523	25238291	25419523	25238292	25419523	buffer_validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0046	22	25419523	25640627	25419524	25640627	25419523	25640627	25419524	25640627	buffer_validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0047	22	25640627	25796593	25640628	25796593	25640627	25796593	25640628	25796593	buffer_validation	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0048	22	25796593	26162103	25796594	26162103	25796593	26162103	25796594	26162103	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0049	22	26162103	26288967	26162104	26288967	26162103	26288967	26162104	26288967	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0050	22	26288967	26421332	26288968	26421332	26288967	26421332	26288968	26421332	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0051	22	26421332	26573042	26421333	26573042	26421332	26573042	26421333	26573042	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0052	22	26573042	26755450	26573043	26755450	26573042	26755450	26573043	26755450	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0053	22	26755450	27041282	26755451	27041282	26755450	27041282	26755451	27041282	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0054	22	27041282	27193843	27041283	27193843	27041282	27193843	27041283	27193843	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0055	22	27193843	27243233	27193844	27243233	27193843	27243233	27193844	27243233	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0056	22	27243233	27366971	27243234	27366971	27243233	27366971	27243234	27366971	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0057	22	27366971	27428710	27366972	27428710	27366971	27428710	27366972	27428710	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0058	22	27428710	27552017	27428711	27552017	27428710	27552017	27428711	27552017	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0059	22	27552017	27657343	27552018	27657343	27552017	27657343	27552018	27657343	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0060	22	27657343	27743998	27657344	27743998	27657343	27743998	27657344	27743998	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0061	22	27743998	27829961	27743999	27829961	27743998	27829961	27743999	27829961	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0062	22	27829961	27920546	27829962	27920546	27829961	27920546	27829962	27920546	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0063	22	27920546	28027131	27920547	28027131	27920546	28027131	27920547	28027131	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0064	22	28027131	28171509	28027132	28171509	28027131	28171509	28027132	28171509	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0065	22	28171509	29366417	28171510	29366417	28171509	29366417	28171510	29366417	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0066	22	29366417	29695928	29366418	29695928	29366417	29695928	29366418	29695928	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0067	22	29695928	30898408	29695929	30898408	29695928	30898408	29695929	30898408	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0068	22	30898408	31440702	30898409	31440702	30898408	31440702	30898409	31440702	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0069	22	31440702	32606789	31440703	32606789	31440702	32606789	31440703	32606789	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0070	22	32606789	32830957	32606790	32830957	32606789	32830957	32606790	32830957	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0071	22	32830957	32950945	32830958	32950945	32830957	32950945	32830958	32950945	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0072	22	32950945	33147482	32950946	33147482	32950945	33147482	32950946	33147482	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0073	22	33147482	33514132	33147483	33514132	33147482	33514132	33147483	33514132	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0074	22	33514132	33727722	33514133	33727722	33514132	33727722	33514133	33727722	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0075	22	33727722	33929351	33727723	33929351	33727722	33929351	33727723	33929351	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0076	22	33929351	34225358	33929352	34225358	33929351	34225358	33929352	34225358	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0077	22	34225358	34496690	34225359	34496690	34225358	34496690	34225359	34496690	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0078	22	34496690	35140181	34496691	35140181	34496690	35140181	34496691	35140181	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0079	22	35140181	35530482	35140182	35530482	35140181	35530482	35140182	35530482	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0080	22	35530482	35888657	35530483	35888657	35530482	35888657	35530483	35888657	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0081	22	35888657	35893155	35888658	35893155	35888657	35893155	35888658	35893155	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0082	22	35893155	36134689	35893156	36134689	35893155	36134689	35893156	36134689	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0083	22	36134689	36599127	36134690	36599127	36134689	36599127	36134690	36599127	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0084	22	36599127	36684566	36599128	36684566	36599127	36684566	36599128	36684566	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0085	22	36684566	36953814	36684567	36953814	36684566	36953814	36684567	36953814	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0086	22	36953814	37153288	36953815	37153288	36953814	37153288	36953815	37153288	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0087	22	37153288	37266321	37153289	37266321	37153288	37266321	37153289	37266321	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0088	22	37266321	37410966	37266322	37410966	37266321	37410966	37266322	37410966	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0089	22	37410966	37567029	37410967	37567029	37410966	37567029	37410967	37567029	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0090	22	37567029	37714944	37567030	37714944	37567029	37714944	37567030	37714944	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0091	22	37714944	37904956	37714945	37904956	37714944	37904956	37714945	37904956	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0092	22	37904956	38074433	37904957	38074433	37904956	38074433	37904957	38074433	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0093	22	38074433	38715221	38074434	38715221	38074433	38715221	38074434	38715221	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0094	22	38715221	39307561	38715222	39307561	38715221	39307561	38715222	39307561	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0095	22	39307561	39410943	39307562	39410943	39307561	39410943	39307562	39410943	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0096	22	39410943	39659486	39410944	39659486	39410943	39659486	39410944	39659486	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0097	22	39659486	40044401	39659487	40044401	39659486	40044401	39659487	40044401	buffer_test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0098	22	40044401	40381961	40044402	40381961	40044401	40381961	40044402	40381961	buffer_test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0099	22	40381961	42691237	40381962	42691237	40381961	42691237	40381962	42691237	buffer_test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0100	22	42691237	43155356	42691238	43155356	40043133	43743132	40043134	43743132	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0101	22	43155356	43573945	43155357	43573945	40391293	44317301	40391294	44317301	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0102	22	43573945	43736391	43573946	43736391	42691072	44418177	42691073	44418177	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0103	22	43736391	44321148	43736392	44321148	43154689	44523669	43154690	44523669	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0104	22	44321148	44421424	44321149	44421424	43629234	44679600	43629235	44679600	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0105	22	44421424	44502413	44421425	44502413	43783703	44725824	43783704	44725824	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0106	22	44502413	44654962	44502414	44654962	44317174	44819613	44317175	44819613	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0107	22	44654962	44734214	44654963	44734214	44418121	44999405	44418122	44999405	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0108	22	44734214	44820353	44734215	44820353	44523385	45119203	44523386	45119203	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0109	22	44820353	44996471	44820354	44996471	44662599	45181418	44662600	45181418	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0110	22	44996471	45117593	44996472	45117593	44731794	45327123	44731795	45327123	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0111	22	45117593	45169339	45117594	45169339	44819669	45457437	44819670	45457437	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0112	22	45169339	45326560	45169340	45326560	44994977	45658200	44994978	45658200	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0113	22	45326560	45457421	45326561	45457421	45117498	45894877	45117499	45894877	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0114	22	45457421	45659208	45457422	45659208	45169297	45972545	45169298	45972545	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0115	22	45659208	45897996	45659209	45897996	45354959	46425618	45354960	46425618	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0116	22	45897996	45971489	45897997	45971489	45479191	46567921	45479192	46567921	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0117	22	45971489	46420464	45971490	46420464	45658238	46854234	45658239	46854234	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0118	22	46420464	46568838	46420465	46568838	45897863	46928632	45897864	46928632	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0119	22	46568838	46835036	46568839	46835036	45971820	47296621	45971821	47296621	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0120	22	46835036	46928265	46835037	46928265	46366240	47567493	46366241	47567493	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0121	22	46928265	47295436	46928266	47295436	46568026	47655719	46568027	47655719	test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0122	22	47295436	47567486	47295437	47567486	47295436	47567486	47295437	47567486	buffer_test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0123	22	47567486	47655904	47567487	47655904	47567486	47655904	47567487	47655904	buffer_test	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0124	22	47655904	47938563	47655905	47938563	47655904	47938563	47655905	47938563	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0125	22	47938563	48067196	47938564	48067196	47938563	48067196	47938564	48067196	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0126	22	48067196	48309364	48067197	48309364	48067196	48309364	48067197	48309364	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0127	22	48309364	48483384	48309365	48483384	48309364	48483384	48309365	48483384	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0128	22	48483384	48651040	48483385	48651040	48483384	48651040	48483385	48651040	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0129	22	48651040	48713878	48651041	48713878	48651040	48713878	48651041	48713878	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0130	22	48713878	48774671	48713879	48774671	48713878	48774671	48713879	48774671	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0131	22	48774671	48905010	48774672	48905010	48774671	48905010	48774672	48905010	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0132	22	48905010	49015067	48905011	49015067	48905010	49015067	48905011	49015067	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0133	22	49015067	49175817	49015068	49175817	49015067	49175817	49015068	49175817	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0134	22	49175817	49295144	49175818	49295144	49175817	49295144	49175818	49295144	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0135	22	49295144	49363782	49295145	49363782	49295144	49363782	49295145	49363782	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0136	22	49363782	49448590	49363783	49448590	49363782	49448590	49363783	49448590	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
DEV_CM_22_0137	22	49448590	49557355	49448591	49557355	49448590	49557355	49448591	49557355	train	start0/end0=0-based-half-open;start1/end1=1-based-inclusive	DEVELOPMENT_ONLY_FIXED_CM
